Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido,Diff_Pedido_Liberado
893185,Acesso Livre,PR,JANIOPOLIS,76402882000183,MUNICIPIO DE JANIOPOLIS,CONTRATO DE REPASSE,NÃO,"Recapeamento Asfáltico em CBUQ com e=3cm, em Vias Urbanas no Município de Janiópolis.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-30 00:00:00,1,255817.64,0.0,0.0,0.0,0.0,255817.64
893195,Acesso Livre,PR,JUSSARA,75789552000120,MUNICIPIO DE JUSSARA,CONTRATO DE REPASSE,NÃO,Pavimentação de vias urbanas.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,240000.0,0.0,0.0,0.0,0.0,240000.0
893231,Acesso Livre,PR,PALMEIRA,76179829000165,MUNICIPIO DE PALMEIRA,CONTRATO DE REPASSE,NÃO,Pavimentação  e recape de vias urbanas,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-26 00:00:00,2022-12-30 00:00:00,1,1021591.56,239064.56,184450.59,76985.48,0.0,782527.0
893238,Acesso Livre,PR,PARANAVAI,76977768000181,MUNICIPIO DE PARANAVAI,CONTRATO DE REPASSE,NÃO,Pavimentação e galeria no Distrito de Graciosa,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-30 00:00:00,1,298437.5,0.0,0.0,0.0,0.0,298437.5
893244,Acesso Livre,PR,PIEN,76002666000140,MUNICIPIO DE PIEN,CONTRATO DE REPASSE,NÃO,Pavimentação asfáltica em CBUQ nas vias públicas do Município de Piên/PR,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2021-08-30 00:00:00,1,956000.0,95503.61,3108.48,92412.37,0.0,860496.39
893265,Acesso Livre,PR,RANCHO ALEGRE,75829416000116,MUNICIPIO DE RANCHO ALEGRE,CONTRATO DE REPASSE,NÃO,"RECUPERAÇÃO E REVITALIZAÇÃO DE VIAS DENTRO DO PERÍMETRO URBANO DO MUNICPIO DE RANCHO ALEGRE, ATRAVÉS DE RECAPE ASFÁLTICO E PAVIMENTAÇÃO DE VIAS DEGENERADAS, COMPREENDENDO AS LOCALIDADES: Centro; Conjunto Natal Marcolino; Conjunto Rancho Alegre I; Vista Alegre I e II; Conjunto Confiança e Conjunto Portal das Àrvores.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,783100.0,0.0,0.0,0.0,0.0,783100.0
893267,Acesso Livre,PR,RANCHO ALEGRE D'OESTE,95640132000194,MUNICIPIO DE RANCHO ALEGRE D'OESTE,CONTRATO DE REPASSE,NÃO,RECAPEAMENTO ASFALTICO EM C.B.U.Q EM VIAS PUBLICAS URBANAS,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-30 00:00:00,1,242000.0,0.0,0.0,0.0,0.0,242000.0
893270,Acesso Livre,PR,RESERVA,76169879000161,MUNICIPIO DE RESERVA,CONTRATO DE REPASSE,NÃO,Pavimentação poliédrica em diversas ruas nos Bairros Jardim América e São Francisco do Município de Reserva - PR.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-24 00:00:00,2022-12-30 00:00:00,1,957000.0,478340.12,278475.09,199961.24,0.0,478659.88
893281,Acesso Livre,PR,RIO NEGRO,76002641000147,MUNICIPIO DE RIO NEGRO,CONTRATO DE REPASSE,NÃO,"PAVIMENTAÇÃO ASFALTICA DE VIAS URBANAS, NOS BAIRROS PASSA TRÊS E TIJUCO PRETO, DENTRO DO QUADRO URBANO DO MUNICÍPIO DE RIO NEGRO-PR.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-26 00:00:00,2021-08-30 00:00:00,1,956000.0,95576.71,72896.96,22835.24,0.0,860423.29
893320,Acesso Livre,PR,SAPOPEMA,76167733000187,MUNICIPIO DE SAPOPEMA,CONTRATO DE REPASSE,NÃO,"Pavimentação Asfáltica nas ruas e avenidas do perímetro urbano, no bairro centro do município de Sapopema-PR.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,779584.95,153787.8,49411.42000000001,104634.2,0.0,625797.1499999999
893359,Acesso Livre,PR,TUNEIRAS DO OESTE,76247329000113,MUNICIPIO DE TUNEIRAS DO OESTE,CONTRATO DE REPASSE,NÃO,Pavimentação da Rua São Vicente e adjacentes no Distrito de Marabá,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,437772.26,85950.0,0.0,85955.84,0.0,351822.26
893366,Acesso Livre,PR,UMUARAMA,76247378000156,MUNICIPIO DE UMUARAMA,CONTRATO DE REPASSE,NÃO,"Pavimentação Asfáltica em Perímetro urbano, no Municipio de Umuarama-PR.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,1000000.0,0.0,0.0,0.0,0.0,1000000.0
893368,Acesso Livre,PR,UNIAO DA VITORIA,75967760000171,MUNICIPIO DE UNIAO DA VITORIA,CONTRATO DE REPASSE,NÃO,"Pavimentação asfáltica em via(s) urbana(s) do Bairro Nossa Senhora das Graças, no município de União da Vitória/PR",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-24 00:00:00,2022-12-30 00:00:00,1,964750.0,0.0,0.0,0.0,0.0,964750.0
893385,Acesso Livre,PR,CURITIBA,78133824000127,INSTITUTO PARANAENSE DE ASSISTENCIA TECNICA E EXTENSAO RURAL - EMATER,CONVENIO,NÃO,"Estruturação de entidade estadual de ATER no estado do Paraná, com a aquisição de veículos, para prestação de serviços de ATER.",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Estadual ou do Distrito Federal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,1000000.0,0.0,0.0,0.0,0.0,1000000.0
893389,Acesso Livre,PR,CURITIBA,76416932000181,SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,CONVENIO,NÃO,Aparelhamento de Unidades Básicas de Saúde no Sistema Prisional do Estado do Paraná.,Em execução,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administração Pública Estadual ou do Distrito Federal,2019-12-27 00:00:00,2022-06-27 00:00:00,1,894196.54,894196.54,34569.56,860916.18,0.0,0.0
893455,Acesso Livre,PR,ALTONIA,81478059000191,MUNICIPIO DE ALTONIA,CONTRATO DE REPASSE,NÃO,Adequação de Estrada Vicinal.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2022-12-30 00:00:00,1,901540.0,0.0,0.0,0.0,0.0,901540.0
893464,Acesso Livre,PR,NOVA ESPERANCA DO SUDOESTE,95589289000132,MUNICIPIO DE NOVA ESPERANCA DO SUDOESTE,CONTRATO DE REPASSE,NÃO,Recapeamento Asfáltico em Estradas Vicinais,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,695446.05,678050.0,0.0,678838.88,0.0,17396.050000000047
893466,Acesso Livre,PR,MANDIRITUBA,76105550000137,MUNICIPIO DE MANDIRITUBA,CONTRATO DE REPASSE,NÃO,Pavimentação Poliédrica com Pedras em Estrada Vicinal.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-30 00:00:00,2021-08-30 00:00:00,1,963852.78,0.0,0.0,0.0,0.0,963852.78
893467,Acesso Livre,PR,RIBEIRAO DO PINHAL,76968064000142,MUNICIPIO DE RIBEIRAO DO PINHAL,CONTRATO DE REPASSE,NÃO,IMPLANTAÇÃO DE UM CENTRO DE PROCESSAMENTO PARA A AGRICULTURA FAMILIAR.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,401501.5,0.0,0.0,0.0,0.0,401501.5
893474,Acesso Livre,PR,TEIXEIRA SOARES,75963850000194,MUNICIPIO DE TEIXEIRA SOARES,CONTRATO DE REPASSE,NÃO,Pavimentação em Pedras Irregulares em Estrada Rural,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,769200.03,152647.2,0.0,152657.96,0.0,616552.8300000001
893476,Acesso Livre,PR,MATO RICO,95684510000131,MUNICIPIO DE MATO RICO,CONTRATO DE REPASSE,NÃO,Pavimentação de Estrada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,478500.0,0.0,0.0,0.0,0.0,478500.0
893477,Acesso Livre,PR,MAUA DA SERRA,95548400000142,MUNICIPIO DE MAUA DA SERRA,CONTRATO DE REPASSE,NÃO,Pavimentação em estradas vicinais,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,602239.67,0.0,0.0,0.0,0.0,602239.67
893478,Acesso Livre,PR,MAUA DA SERRA,95548400000142,MUNICIPIO DE MAUA DA SERRA,CONTRATO DE REPASSE,NÃO,Pavimentação em estradas vicinais,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,694100.86,0.0,0.0,0.0,0.0,694100.86
893479,Acesso Livre,PR,GOIOXIM,01607627000178,MUNICIPIO DE GOIOXIM,CONTRATO DE REPASSE,NÃO,Adequação de estradas Vicinais,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,321000.0,320104.56,111554.66,319957.13,0.0,895.4400000000023
893480,Acesso Livre,PR,SANTA MARIA DO OESTE,95684544000126,MUNICIPIO DE SANTA MARIA DO OESTE,CONTRATO DE REPASSE,NÃO,Adequação de Estradas Vicinais no Município de Santa Maria do Oeste,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,573180.0,113836.0,0.0,117844.31,0.0,459344.0
893481,Acesso Livre,PR,ALVORADA DO SUL,75132860000188,MUNICIPIO DE ALVORADA DO SUL,CONTRATO DE REPASSE,NÃO,Obra de Adequação de Estradas Rurais,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,535930.89,35930.89,0.0,35933.42,0.0,500000.0
893487,Acesso Livre,PR,ATALAIA,75731018000162,MUNICIPIO DE ATALAIA,CONTRATO DE REPASSE,NÃO,PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL VICINAL,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2022-12-30 00:00:00,1,238988.99,47985.26,47985.26,2.58,0.0,191003.72999999998
893523,Acesso Livre,PR,ATALAIA,75731018000162,MUNICIPIO DE ATALAIA,CONVENIO,NÃO,EQUIPAMENTOS AGRICOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,203500.0,0.0,0.0,0.0,0.0,203500.0
893534,Acesso Livre,PR,ENGENHEIRO BELTRAO,76950039000131,MUNICIPIO DE ENGENHEIRO BELTRAO,CONVENIO,NÃO,Aquisição de Caminhão Caçamba Basculante.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,275000.0,0.0,0.0,0.0,0.0,275000.0
893550,Acesso Livre,PR,BORRAZOPOLIS,75740829000120,MUNICIPIO DE BORRAZOPOLIS,CONVENIO,NÃO,Aquisição de um caminhão novo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,310000.0,286500.0,0.0,286519.48,0.0,23500.0
893551,Acesso Livre,PR,IBAITI,77008068000141,MUNICIPIO DE IBAITI,CONVENIO,NÃO,Uma retroescavadeira,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,278075.0,0.0,0.0,0.0,0.0,278075.0
893552,Acesso Livre,PR,MARINGA,76282656000106,MUNICIPIO DE MARINGA,CONVENIO,NÃO,Aquisição de equipamentos agrícolas (Novos).,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,116900.0,0.0,0.0,0.0,0.0,116900.0
893553,Acesso Livre,PR,MUNHOZ DE MELO,75352062000161,MUNICIPIO DE MUNHOZ DE MELLO,CONVENIO,NÃO,Equipamentos para instalação de silo completo de armazenamento de grãos.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,382500.0,0.0,0.0,0.0,0.0,382500.0
893554,Acesso Livre,PR,NOSSA SENHORA DAS GRACAS,76970300000165,MUNICIPIO DE NOSSA SENHORA DAS GRACAS,CONVENIO,NÃO,Equipamento,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,306600.0,0.0,0.0,0.0,0.0,306600.0
893555,Acesso Livre,PR,NOVA ESPERANCA,75730994000109,MUNICIPIO DE NOVA ESPERANCA,CONVENIO,NÃO,Aquisição de pá carregadeira.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,286850.0,0.0,0.0,0.0,0.0,286850.0
893556,Acesso Livre,PR,PEABIRU,75370148000117,MUNICIPIO DE PEABIRU,CONVENIO,NÃO,AQUISIÇÃO DE MÁQUINAS/EQUIPAMENTOS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,198640.0,0.0,0.0,0.0,0.0,198640.0
893557,Acesso Livre,PR,PEROLA,81478133000170,MUNICIPIO DE PEROLA,CONVENIO,NÃO,Aquisição de Máquinas Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,195000.0,0.0,0.0,0.0,0.0,195000.0
893558,Acesso Livre,PR,PINHALAO,76167717000194,MUNICIPIO DE PINHALAO,CONVENIO,NÃO,Aquisição de uma Máquina Minicarregadeira.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,167300.5,0.0,0.0,0.0,0.0,167300.5
893559,Acesso Livre,PR,PORTO RICO,75461970000193,MUNICIPIO DE PORTO RICO,CONVENIO,NÃO,Caminhão Pipa Novo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,259000.0,0.0,0.0,0.0,0.0,259000.0
893560,Acesso Livre,PR,SANTO ANTONIO DO CAIUA,75483230000158,MUNICIPIO DE SANTO ANTONIO DO CAIUA,CONVENIO,NÃO,AQUISIÇÃO DE PATRULHA MECANIZADA,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,146500.0,0.0,0.0,0.0,0.0,146500.0
893561,Acesso Livre,PR,TURVO,78279973000107,MUNICIPIO DE TURVO,CONVENIO,NÃO,Aquisição de Máquinas e Equipamentos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,325000.0,0.0,0.0,0.0,0.0,325000.0
893562,Acesso Livre,PR,ALTO PARANA,76279967000116,MUNICIPIO DE ALTO PARANA,CONVENIO,NÃO,Aquisição de Pá Carregadeira Nova.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,306000.0,306000.0,0.0,306020.79,0.0,0.0
893563,Acesso Livre,PR,CAFEARA,75845545000106,MUNICIPIO DE CAFEARA,CONVENIO,NÃO,Aquisição de Rolo Compactador novo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,310600.0,0.0,0.0,0.0,0.0,310600.0
893587,Acesso Livre,PR,LOANDA,78195971000121,ALBERGUE NOTURNO NOSSO LAR,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-27 00:00:00,2021-05-23 00:00:00,1,150000.0,93691.5,72111.5,21768.57,0.0,56308.5
893618,Acesso Livre,PR,FRANCISCO BELTRAO,14103680000183,FEDERACAO DE COOPERATIVAS DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDARIA DO ESTADO DO PARANA - FEDERACAO UNICAFES PARANA,TERMO DE FOMENTO,SIM,Fomentar e fortalecer o cooperativismo solidário no Estado do Paraná.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Organização da Sociedade Civil,2019-12-31 00:00:00,2020-12-31 00:00:00,1,300000.0,0.0,0.0,0.0,0.0,300000.0
893651,Acesso Livre,PR,CLEVELANDIA,76161199000100,MUNICIPIO DE CLEVELANDIA,CONTRATO DE REPASSE,NÃO,Pavimentação Asfáltica em CBUQ em  diversas Vias Urbanas do Município de Clevelândia.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,985663.48,95840.48,10947.95,84917.57,0.0,889823.0
893653,Acesso Livre,PR,CORNELIO PROCOPIO,76331941000170,MUNICIPIO DE CORNELIO PROCOPIO,CONTRATO DE REPASSE,NÃO,RECAPE ASFÁLTICO EM VIAS URBANAS,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-26 00:00:00,2022-12-26 00:00:00,1,1433934.0,287934.0,128202.24,159748.82,0.0,1146000.0
893654,Acesso Livre,PR,CORONEL VIVIDA,76995455000156,MUNICIPIO DE CORONEL VIVIDA,CONTRATO DE REPASSE,NÃO,RECAPEAMENTO ASFÁLTICO SOBRE PAVIMENTAÇÃO COM PEDRAS IRREGULARES,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-27 00:00:00,1,257945.96,161923.33,161923.33,95510.76,0.0,96022.63
893679,Acesso Livre,PR,ITAGUAJE,76970359000153,MUNICIPIO DE ITAGUAJE,CONTRATO DE REPASSE,NÃO,PAVIMENTAÇÃO EM VIAS URBANAS DO MUNICIPIO,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,264071.49,47750.0,0.0,47869.0,0.0,216321.49
893712,Acesso Livre,PR,NOVA LONDRINA,81044984000104,MUNICIPIO DE NOVA LONDRINA,CONVENIO,NÃO,Aquisição de 02 tratores agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,292750.0,286500.0,0.0,286521.48,0.0,6250.0
893715,Acesso Livre,PR,QUITANDINHA,76002674000197,MUNICIPIO DE QUITANDINHA,CONTRATO DE REPASSE,NÃO,"Pavimentação asfáltica em CBUQ, em vias publica do quadro urbano do municipio de Quitandinha",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-26 00:00:00,2021-08-30 00:00:00,1,956000.0,191000.0,0.0,191473.69,0.0,765000.0
893722,Acesso Livre,PR,RIBEIRAO DO PINHAL,76968064000142,MUNICIPIO DE RIBEIRAO DO PINHAL,CONTRATO DE REPASSE,NÃO,PAVIMENTAÇÃO ASFÁLTICA NA ÁREA CENTRAL DO MUNICÍPIO DE RIBEIRÃO DO PINHAL.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-27 00:00:00,1,860362.1,171900.0,0.0,171911.69,0.0,688462.1
893797,Acesso Livre,PR,MANDIRITUBA,76105550000137,MUNICIPIO DE MANDIRITUBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) - AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,303100.0,0.0,0.0,0.0,0.0,303100.0
893808,Acesso Livre,PR,SAO JOAO DO TRIUNFO,75193516000107,MUNICIPIO DE SAO JOAO DO TRIUNFO,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) – AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,202100.0,0.0,0.0,0.0,0.0,202100.0
893831,Acesso Livre,PR,COLORADO,76970326000103,MUNICIPIO DE COLORADO,CONTRATO DE REPASSE,NÃO,"Infraestrutura de Pavimentação Asfáltica em CBUQ, incluindo os serviços de compactação, terraplanagem drenagem e sinalização no Parque Industrial da Cachoeira, Município de Colorado-PR.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-30 00:00:00,1,746747.03,149200.06,0.0,149211.62,0.0,597546.97
893873,Acesso Livre,PR,MANDIRITUBA,76105550000137,MUNICIPIO DE MANDIRITUBA,CONVENIO,SIM,"Fortalecer a Guarda Municipal de Mandirituba/PR, por meio da aquisição de viatura, dispositivo elétrico incapacitante e material bélico.",Em execução,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administração Pública Municipal,2019-12-26 00:00:00,2021-04-01 00:00:00,1,255792.18,159742.32,11740.94,148178.13,0.0,96049.85999999999
893890,Acesso Livre,PR,CAPANEMA,75972760000160,MUNICIPIO DE CAPANEMA,CONTRATO DE REPASSE,NÃO,Pavimentação Asfáltica sobre Pedras Irregulares,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-31 00:00:00,1,497000.0,0.0,0.0,0.0,0.0,497000.0
893979,Acesso Livre,PR,LONDRINA,75771477000170,MUNICIPIO DE LONDRINA,CONTRATO DE REPASSE,NÃO,Reforma e Ampliação do Terminal Urbano Central de Transporte Coletivo de Londrina.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-24 00:00:00,2023-12-24 00:00:00,1,3858600.0,0.0,0.0,0.0,0.0,3858600.0
893980,Acesso Livre,PR,LONDRINA,75771477000170,MUNICIPIO DE LONDRINA,CONTRATO DE REPASSE,NÃO,Recapeamento asfáltico em vias urbanas no Município de Londrina.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-24 00:00:00,2022-12-24 00:00:00,1,964700.0,0.0,0.0,0.0,0.0,964700.0
893983,Acesso Livre,PR,GUARATUBA,76017474000108,MUNICIPIO DE GUARATUBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) – AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-30 00:00:00,2021-04-30 00:00:00,1,303100.0,0.0,0.0,0.0,0.0,303100.0
893986,Acesso Livre,PR,ENTRE RIOS DO OESTE,95719449000110,MUNICIPIO DE ENTRE RIOS DO OESTE,CONVENIO,NÃO,Aquisição de Equipamentos Agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,170244.0,0.0,0.0,0.0,0.0,170244.0
893992,Acesso Livre,PR,MANDIRITUBA,76105550000137,MUNICIPIO DE MANDIRITUBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) - AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,202100.0,0.0,0.0,0.0,0.0,202100.0
894003,Acesso Livre,PR,NOVA LONDRINA,81044984000104,MUNICIPIO DE NOVA LONDRINA,CONTRATO DE REPASSE,NÃO,Recuperação de vias.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-30 00:00:00,1,382382.39,76400.0,0.0,76405.19,0.0,305982.39
894020,Acesso Livre,PR,GUAPOREMA,75378844000170,MUNICIPIO DE GUAPOREMA,CONTRATO DE REPASSE,NÃO,Construção de ciclovia.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-31 00:00:00,2022-12-30 00:00:00,1,254886.15,0.0,0.0,0.0,0.0,254886.15
894048,Acesso Livre,PR,QUATIGUA,76966852000108,MUNICIPIO DE QUATIGUA,CONTRATO DE REPASSE,NÃO,Implantação de pavimentação de vias urbanas.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-27 00:00:00,1,990108.94,0.0,0.0,0.0,0.0,990108.94
