Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido
892082,Acesso Livre,PR,GUAIRA,77857183000190,MUNICIPIO DE GUAIRA,CONVENIO,NÃO,Aquisição de Patrulha Mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,31/12/2021,1,"841.000,00","0,00","0,00","0,00","0,00"
892083,Acesso Livre,PR,SAO JORGE D'OESTE,76995380000103,MUNICIPIO DE SAO JORGE D'OESTE,CONVENIO,NÃO,Aquisição de Máquinas e Equipamentos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,31/12/2021,1,"307.800,00","0,00","0,00","0,00","0,00"
892084,Acesso Livre,PR,PORTO VITORIA,75688366000102,MUNICIPIO DE PORTO VITORIA,CONVENIO,NÃO,Conjunto de Britagem móvel primário 62X40,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,31/12/2021,1,"468.500,00","0,00","0,00","0,00","0,00"
892126,Acesso Livre,PR,PITANGA,76172907000108,MUNICIPIO DE PITANGA,CONVENIO,NÃO,Aquisição de uma Vibro Acabadora e um Rolo Compactador,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/4/2021,1,"1.002.840,00","0,00","0,00","0,00","0,00"
892128,Acesso Livre,PR,ALVORADA DO SUL,75132860000188,MUNICIPIO DE ALVORADA DO SUL,CONVENIO,NÃO,Patrulha Mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/4/2021,1,"679.000,00","0,00","0,00","0,00","0,00"
892208,Acesso Livre,PR,CAMPO MOURAO,75904524000106,MUNICIPIO DE CAMPO MOURAO,CONTRATO DE REPASSE,SIM,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL SUAS - Construção de Centro de Referência de Assistência Social – CRAS,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,30/12/2019,30/12/2022,1,"291.600,00","0,00","0,00","0,00","0,00"
892224,Acesso Livre,PR,MARILENA,75971010000173,MUNICIPIO DE MARILENA,CONVENIO,NÃO,Aquisição de Implementos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/4/2021,1,"198.640,00","0,00","0,00","0,00","0,00"
892226,Acesso Livre,PR,MARILUZ,76404136000129,MUNICIPIO DE MARILUZ,CONVENIO,NÃO,AQUISIÇÃO DE UMA PÁ CARREGADEIRA.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,31/12/2021,1,"387.000,00","0,00","0,00","0,00","0,00"
892227,Acesso Livre,PR,MARIPA,95583571000102,MUNICIPIO DE MARIPA,CONVENIO,NÃO,Aquisição de Maquinas e Equipamentos Agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/4/2021,1,"340.000,00","0,00","0,00","0,00","0,00"
892229,Acesso Livre,PR,MOREIRA SALES,76217025000103,MUNICIPIO DE MOREIRA SALES,CONVENIO,NÃO,Aquisição de Maquinas e Equipamentos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/4/2021,1,"350.000,00","0,00","0,00","0,00","0,00"
892230,Acesso Livre,PR,PORTO BARREIRO,01591618000136,MUNICIPIO DE PORTO BARREIRO,CONVENIO,NÃO,Aquisição de Maquinas e Equipamentos Agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/4/2021,1,"239.250,00","0,00","0,00","0,00","0,00"
892233,Acesso Livre,PR,SANTA ISABEL DO IVAI,76974823000180,MUNICIPIO DE SANTA ISABEL DO IVAI,CONVENIO,NÃO,Aquisição de Máquina e Equipamentos agricolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,31/12/2021,1,"103.500,00","0,00","0,00","0,00","0,00"
892235,Acesso Livre,PR,SANTO ANTONIO DO SUDOESTE,75927582000155,MUNICIPIO DE SANTO ANTONIO DO SUDOESTE,CONVENIO,NÃO,Aquisição de Máquinas e Equipamentos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/4/2021,1,"340.000,00","0,00","0,00","0,00","0,00"
892236,Acesso Livre,PR,SAO JOAO,76995422000106,MUNICIPIO DE SAO JOAO,CONVENIO,NÃO,Aquisição de Patrulha Agrícola Mecanizada - Retroescavadeira,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/4/2021,1,"228.822,78","0,00","0,00","0,00","0,00"
892363,Acesso Livre,PR,SAO JOSE DOS PINHAIS,76105543000135,MUNICIPIO DE SAO JOSE DOS PINHAIS,CONVENIO,NÃO,Fortalecer a segurança das vias públicas no Centro do Município de São José dos Pinhais - PR por meio de modernização do sistema de videomonitoramento e aquisição de câmeras individuais.,Em execução,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administração Pública Municipal,26/12/2019,15/4/2021,1,"863.538,60","0,00","0,00","0,00","0,00"
892388,Acesso Livre,PR,FOZ DO IGUACU,76206606000140,MUNICIPIO DE FOZ DO IGUACU,CONVENIO,SIM,Fortalecer a Guarda Municipal de Foz do Iguaçu através da aquisição de viaturas.,Em execução,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administração Pública Municipal,23/12/2019,16/4/2021,1,"527.442,42","471.092,74","0,00","471.194,36","0,00"
892438,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Projeto Programa de modernização da infraestrutura do Programa de Pós-Graduação em Genéca da UFPR, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,31/12/2019,31/12/2023,1,"75.141,00","3.816,50","615,39","3.203,66","0,00"
892445,Acesso Livre,PR,CURITIBA,75234757000149,INSTITUTO DE DESENVOLVIMENTO RURAL DO PARANA - IAPAR-EMATER,CONVENIO,NÃO,"Promover ações de apoio a estruturação da Indicação Geográfica (IG) da Erva Mate produzida em áreas de altitude no entorno da Área de Proteção Ambiental – APA da Serra da Esperança, situada no Estado do Paraná.",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Estadual ou do Distrito Federal,31/12/2019,31/12/2021,1,"150.310,00","0,00","0,00","0,00","0,00"
892474,Acesso Livre,PR,ATALAIA,75731018000162,MUNICIPIO DE ATALAIA,CONTRATO DE REPASSE,NÃO,RECAPEAMENTO ASFÁLTICO EM VIAS DO MUNICÍPIO DE ATALAIA.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,31/12/2019,30/12/2022,1,"238.988,99","238.988,99","211.758,44","27.241,85","0,00"
892497,Acesso Livre,PR,CARAMBEI,01613765000160,MUNICIPIO DE CARAMBEI,CONTRATO DE REPASSE,NÃO,Pavimentação de vias urbanas.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,27/12/2019,30/12/2022,1,"486.719,05","0,00","0,00","0,00","0,00"
892511,Acesso Livre,PR,CRUZEIRO DO SUL,75731034000155,MUNICIPIO DE CRUZEIRO DO SUL,CONTRATO DE REPASSE,NÃO,Pavimentação em vias urbanas do Município,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,30/12/2019,30/12/2022,1,"247.392,86","0,00","0,00","0,00","0,00"
892591,Acesso Livre,PR,SAO JOSE DA BOA VISTA,76920818000194,MUNICIPIO DE SAO JOSE DA BOA VISTA,CONTRATO DE REPASSE,NÃO,PAVIMENTAÇÃO DE VIAS URBANAS,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,26/12/2019,30/12/2022,1,"243.207,14","47.750,00","0,00","47.756,52","0,00"
892601,Acesso Livre,PR,CURITIBA,76591049000128,LIGA PARANAENSE DE COMBATE AO CANCER,CONTRATO DE REPASSE,NÃO,REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,26/12/2019,26/12/2021,1,"759.984,00","0,00","0,00","0,00","0,00"
892634,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Programa Interinstitucional de Ciência Cidadã na Escola - PICCE, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,31/12/2019,31/12/2022,1,"120.000,00","0,00","0,00","0,00","0,00"
892640,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do projeto intitulado Preservação dos acervos biológicos, científico-didático-educativo e paleontológico  através da renovação da cobertura do Prédio do setor de Ciências Biológicas da UFPR, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,31/12/2019,31/5/2021,1,"4.748.494,62","4.589.358,49","119.352,00","4.479.287,61","0,00"
892642,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do  Projeto Ecos do Congresso Internacional LGBTI+, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,31/12/2019,31/12/2020,1,"420.774,00","420.774,00","105.279,02","316.003,67","0,00"
892648,Acesso Livre,PR,SAO JORGE D'OESTE,76995380000103,MUNICIPIO DE SAO JORGE D'OESTE,CONTRATO DE REPASSE,SIM,Execução de recapeamento asfáltico sobre pedras irregulares na estrada rural da Linha Nossa Senhora de Fátima no município de São Jorge D'Oeste/PR.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,27/12/2019,27/12/2022,1,"1.175.844,02","0,00","0,00","0,00","0,00"
892649,Acesso Livre,PR,PORTO VITORIA,75688366000102,MUNICIPIO DE PORTO VITORIA,CONTRATO DE REPASSE,SIM,PAVIMENTAÇÃO COM PEDRAS POLIÉDRICAS IRREGULARES NO MUNICÍPIO DE PORTO VITÓRIA,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"478.000,00","0,00","0,00","0,00","0,00"
892660,Acesso Livre,PR,IPORA,75738484000170,MUNICIPIO DE IPORA,CONTRATO DE REPASSE,SIM,Pavimentação Asfaltica.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"1.370.000,00","0,00","0,00","0,00","0,00"
892665,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Projeto Implantação do Programa de Pós-Graduação em Engenharia e Tecnologia Ambiental (PPGETA) no Setor Palotina, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,31/12/2019,31/12/2023,1,"143.200,00","0,00","0,00","0,00","0,00"
892688,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Congresso de Futebol, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,31/12/2019,31/12/2020,1,"70.000,00","54.700,00","0,00","54.706,61","0,00"
892692,Acesso Livre,PR,NOVA ESPERANCA DO SUDOESTE,95589289000132,MUNICIPIO DE NOVA ESPERANCA DO SUDOESTE,CONTRATO DE REPASSE,SIM,Pavimentação com Pedras Irregulares em Estradas Vicinais,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,20/12/2019,20/12/2022,1,"286.800,00","286.566,10","40.283,47","246.645,33","0,00"
892693,Acesso Livre,PR,ARAPUA,01612388000144,MUNICIPIO DE ARAPUA,CONTRATO DE REPASSE,SIM,PAVIMENTAÇÃO POLIÉDRICA EM ESTRADA RURAL,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,31/12/2022,1,"481.024,27","0,00","0,00","0,00","0,00"
892699,Acesso Livre,PR,PINHALAO,76167717000194,MUNICIPIO DE PINHALAO,CONTRATO DE REPASSE,SIM,Pavimentação e Estruturação com pedras poliédricas em estradas vicinais.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,20/12/2019,30/12/2022,1,"358.855,46","0,00","0,00","0,00","0,00"
892700,Acesso Livre,PR,SAO JOSE DOS PINHAIS,76105543000135,MUNICIPIO DE SAO JOSE DOS PINHAIS,CONTRATO DE REPASSE,SIM,Pavimentação de Estrada Vicinal nas comunidades de Rio de Una e Campina do Taquaral.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,30/8/2021,1,"900.000,00","0,00","0,00","0,00","0,00"
892702,Acesso Livre,PR,MANGUEIRINHA,77774867000129,MUNICIPIO DE MANGUEIRINHA,CONTRATO DE REPASSE,SIM,Pavimentação Asfáltica Sobre Pedras Irregulares.,Prestação de Contas Iniciada Por Antecipação,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,30/12/2023,1,"1.927.958,24","1.927.958,24","1.927.958,24","62,32","0,00"
892708,Acesso Livre,PR,ATALAIA,75731018000162,MUNICIPIO DE ATALAIA,CONTRATO DE REPASSE,SIM,PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL VICINAL.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/12/2022,1,"238.988,99","238.988,99","216.459,32","22.557,49","0,00"
892709,Acesso Livre,PR,QUITANDINHA,76002674000197,MUNICIPIO DE QUITANDINHA,CONTRATO DE REPASSE,SIM,CONSTRUÇÃO DE UM BARRACÃO PARA IMPLEMENTAR O SETOR AGROPECUÁRIO DO MUNICÍPIO DE QUITANDINHA-PR,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,30/8/2021,1,"239.750,00","0,00","0,00","0,00","0,00"
892710,Acesso Livre,PR,FRANCISCO BELTRAO,77816510000166,MUNICIPIO DE FRANCISCO BELTRAO,CONTRATO DE REPASSE,SIM,Construção de Barracão,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,20/12/2019,20/12/2022,1,"241.200,00","0,00","0,00","0,00","0,00"
892726,Acesso Livre,PR,IPORA,75738484000170,MUNICIPIO DE IPORA,CONTRATO DE REPASSE,SIM,Pavimentação Asfaltica.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2023,1,"2.150.000,00","0,00","0,00","0,00","0,00"
892727,Acesso Livre,PR,GUAIRACA,76238443000187,MUNICIPIO DE GUAIRACA,CONTRATO DE REPASSE,SIM,Pavimentação da Estrada Rural Vista Alegre,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"297.500,00","0,00","0,00","0,00","0,00"
892737,Acesso Livre,PR,NOVA PRATA DO IGUACU,78103884000105,MUNICIPIO DE NOVA PRATA DO IGUACU,CONTRATO DE REPASSE,SIM,PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA VICINAL,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,24/12/2019,24/12/2022,1,"1.190.575,93","1.001.148,68","233.230,54","768.035,93","0,00"
892780,Acesso Livre,PR,CORBELIA,76208826000102,MUNICIPIO DE CORBELIA,CONTRATO DE REPASSE,SIM,PAVIMENTAÇÃO POLIÉDRICA COM PEDRAS IRREGULARES EM ESTRADAS VICINAIS.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,26/12/2022,1,"750.600,00","0,00","0,00","0,00","0,00"
892781,Acesso Livre,PR,QUATRO PONTES,95719381000170,MUNICIPIO DE QUATRO PONTES,CONTRATO DE REPASSE,SIM,PAVIMENTAÇÃO ASFÁLTICA ESTRADA RURAL,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,20/12/2019,20/12/2022,1,"316.324,37","0,00","0,00","0,00","0,00"
892783,Acesso Livre,PR,MEDIANEIRA,76206481000158,MUNICIPIO DE MEDIANEIRA,CONTRATO DE REPASSE,SIM,Recape asfáltico sobre Pavimento poliédrico. (Pedras Irregulares).,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,26/12/2022,1,"334.585,00","0,00","0,00","0,00","0,00"
892784,Acesso Livre,PR,MARECHAL CANDIDO RONDON,76205814000124,MUNICIPIO DE MARECHAL CANDIDO RONDON,CONTRATO DE REPASSE,SIM,Recape Asfáltico,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,26/12/2022,1,"478.500,00","477.500,00","0,00","477.535,80","0,00"
892787,Acesso Livre,PR,MATELANDIA,76206465000165,MUNICIPIO DE MATELANDIA,CONTRATO DE REPASSE,SIM,Recape em C.B.U.Q em Estradas Rurais do Município de Matelândia - Pr.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,23/12/2019,23/12/2022,1,"330.570,10","0,00","0,00","0,00","0,00"
892788,Acesso Livre,PR,QUERENCIA DO NORTE,76973692000116,MUNICIPIO DE QUERENCIA DO NORTE,CONTRATO DE REPASSE,SIM,READEQUAÇÃO DE ESTRADAS VICINAIS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,30/12/2022,1,"465.496,72","0,00","0,00","0,00","0,00"
892790,Acesso Livre,PR,SANTA ISABEL DO IVAI,76974823000180,MUNICIPIO DE SANTA ISABEL DO IVAI,CONTRATO DE REPASSE,SIM,Construção de 01 Barracão para Armazenamento.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"240.000,00","0,00","0,00","0,00","0,00"
892791,Acesso Livre,PR,IPORA,75738484000170,MUNICIPIO DE IPORA,CONTRATO DE REPASSE,SIM,Pavimentação Asfaltica.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"990.000,00","0,00","0,00","0,00","0,00"
892792,Acesso Livre,PR,MARECHAL CANDIDO RONDON,76205814000124,MUNICIPIO DE MARECHAL CANDIDO RONDON,CONTRATO DE REPASSE,SIM,Pavimentação com pedras irregulares,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,26/12/2022,1,"340.000,00","0,00","0,00","0,00","0,00"
892794,Acesso Livre,PR,NOVA AURORA,76208859000152,MUNICIPIO DE NOVA AURORA,CONTRATO DE REPASSE,SIM,Adequação com Calçamento Poliédrico da Estrada Alto Alegre sentido Cafelândia 2ª Etapa,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,23/12/2019,23/12/2022,1,"392.196,41","0,00","0,00","0,00","0,00"
892841,Acesso Livre,PR,NOVA TEBAS,80620172000105,MUNICIPIO DE NOVA TEBAS,CONTRATO DE REPASSE,SIM,Construção de  Barracão  para Instalação de Laticínios.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,23/12/2019,31/12/2023,1,"1.913.820,00","95.500,00","0,00","96.028,13","0,00"
892848,Acesso Livre,PR,RIO BONITO DO IGUACU,95587770000199,MUNICIPIO DE RIO BONITO DO IGUACU,CONTRATO DE REPASSE,SIM,Pavimentação com Pedras Irregulares,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,31/12/2019,31/12/2022,1,"955.955,96","0,00","0,00","0,00","0,00"
892849,Acesso Livre,PR,TRES BARRAS DO PARANA,78121936000168,MUNICIPIO DE TRES BARRAS DO PARANA,CONTRATO DE REPASSE,SIM,Pavimentação Poliédrica em Estradas Rurais Vicinais das Comunidades de Alto Barra Bonita e Sertãozinho,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,26/12/2022,1,"799.000,00","0,00","0,00","0,00","0,00"
892882,Acesso Livre,PR,FRANCISCO BELTRAO,07864244000161,UNIAO DE COOPERATIVAS DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDARIA DO ESTADO DO PARANA,TERMO DE FOMENTO,SIM,"Potencializar a organização de cadeias produtivas, agroindustrialização e logística comercial, com foco em qualidade, diversidade e escala produtiva integrada nas cooperativas da Agricultura Familiar vinculadas ao sistema Unicafes.",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Organização da Sociedade Civil,31/12/2019,13/5/2022,1,"918.000,00","900.000,00","0,00","901.104,12","0,00"
892886,Acesso Livre,PR,CHOPINZINHO,76995414000160,MUNICIPIO DE CHOPINZINHO,CONTRATO DE REPASSE,SIM,Pavimentação poliédrica em estradas rurais municipais,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,26/12/2022,1,"677.870,80","578.257,22","32.712,11","545.623,11","0,00"
892887,Acesso Livre,PR,IRETAMA,76950088000174,MUNICIPIO DE IRETAMA,CONTRATO DE REPASSE,SIM,PAVIMENTAÇÃO POLIÉDRICA - DISTRITO DE ÁGUAS DE JUREMA,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"316.500,00","0,00","0,00","0,00","0,00"
892888,Acesso Livre,PR,PALMEIRA,76179829000165,MUNICIPIO DE PALMEIRA,CONTRATO DE REPASSE,SIM,Construção de infraestrutura para instalação de feira livre,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,20/12/2019,30/12/2022,1,"576.644,75","300.181,14","27.190,41","43.794,70","0,00"
892889,Acesso Livre,PR,PRUDENTOPOLIS,77003424000134,MUNICIPIO DE PRUDENTOPOLIS,CONTRATO DE REPASSE,SIM,Pavimentação poliédrica,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,20/12/2019,30/12/2022,1,"309.407,96","286.500,00","0,00","57.304,30","0,00"
892891,Acesso Livre,PR,MALLET,75654566000136,MUNICIPIO DE MALLET,CONTRATO DE REPASSE,SIM,Adequação de estradas vicinais.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,20/12/2019,30/12/2022,1,"302.999,99","0,00","0,00","0,00","0,00"
892893,Acesso Livre,PR,RAMILANDIA,95725024000114,MUNICIPIO DE RAMILANDIA,CONTRATO DE REPASSE,SIM,Construção de agroindústria para beneficiamento e conservação de produtos agropecuários.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,26/12/2019,26/12/2022,1,"250.000,00","0,00","0,00","0,00","0,00"
892915,Acesso Livre,PR,MUNHOZ DE MELO,75352062000161,MUNICIPIO DE MUNHOZ DE MELLO,CONTRATO DE REPASSE,SIM,"Pavimentação de Trecho da Estrada Rural Fernão Dias, no município de Munhoz de Mello/PR.",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"552.435,78","552.376,65","493.288,54","59.233,53","0,00"
892916,Acesso Livre,PR,NOVA ESPERANCA,75730994000109,MUNICIPIO DE NOVA ESPERANCA,CONTRATO DE REPASSE,SIM,2º etapa - Construção de infraestrutura de feira livre.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"250.000,00","0,00","0,00","0,00","0,00"
892917,Acesso Livre,PR,SAO PEDRO DO PARANA,76975259000110,MUNICIPIO DE SAO PEDRO DO PARANA,CONTRATO DE REPASSE,SIM,"Pavimentação de trecho da Estrada Pousada, no município de São Pedro do Paraná - Pr.",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/12/2019,30/12/2022,1,"245.000,00","0,00","0,00","0,00","0,00"
892927,Acesso Livre,PR,CANDIDO DE ABREU,76175926000180,MUNICIPIO DE CANDIDO DE ABREU,CONTRATO DE REPASSE,SIM,Pavimentação Poliédrica em estrada vicinal.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,27/12/2019,27/12/2022,1,"354.016,99","0,00","0,00","0,00","0,00"
892928,Acesso Livre,PR,NOVA PRATA DO IGUACU,78103884000105,MUNICIPIO DE NOVA PRATA DO IGUACU,CONTRATO DE REPASSE,SIM,Pavimentação Poliédrica,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,24/12/2019,24/12/2022,1,"239.000,00","238.750,00","0,00","238.782,61","0,00"
